id,speed
0,48.19207262754432
1,47.900338614401335
2,40.31302993906221
3,31.427098144182743
4,40.90982924917031
5,26.651042789835547
6,20.1385029238697
7,49.68651355439682
8,48.3470451230718
9,31.9010746849607
10,30.34158898880834
11,24.482780917042383
12,25.700598016833176
13,25.34876729367953
14,28.546776881957538
15,41.6710852852871
16,43.34631705735391
17,48.35735608211441
18,48.323669099953115
19,48.52056504036899
20,46.53378916949948
21,43.80834193315018
22,19.83885794975903
23,29.406271785053523
24,25.783459541827256
25,19.945408302343793
26,21.062438238047267
27,19.9286741054516
28,16.182536234433652
29,12.29283641312125
30,25.58414921167251
31,47.41534679581981
32,49.4335389721882
33,28.486639650450318
34,27.99777440434571
35,24.082867824054027
36,19.672890527567922
37,19.87042781718057
38,45.94199416782169
39,40.092626514643726
40,44.754713721477785
41,48.10513393270704
42,49.06730971042285
43,44.318336312570665
44,19.551135298447342
45,18.218686909298462
46,18.06464562495585
47,9.78119757005372
48,44.21386604081661
49,48.44938917452558
50,48.46264797182939
51,24.653672859031
52,20.529397474689674
53,18.372662219709877
54,16.596847689527365
55,16.790663936789436
56,16.37561255148596
57,15.694513222916864
58,28.875560959362517
59,34.06064712276422
60,43.76560905961565
61,40.78003676986481
62,42.41820520321008
63,42.604935483812376
64,45.610993040439794
65,48.8568530181602
66,48.292937191632575
67,46.42742331951
68,42.81590408531617
69,25.89607632200766
70,20.724338464136203
71,18.71269840529477
72,14.200404283824799
73,14.753142751562436
74,12.06680315044202
75,6.603312022702855
76,41.65294270968868
77,38.37260021881043
78,43.33851048329164
79,46.82456959665819
80,14.850500036022218
81,15.659276709316728
82,20.02986799141636
83,14.937105787486708
84,16.148147130198637
85,13.231656097664455
86,21.286391458004587
87,35.47033313239334
88,45.34647209639083
89,42.07640133056723
90,47.6315956680593
91,47.04180575010845
92,46.22075066536882
93,45.392035624824054
94,27.43036516244898
95,14.9392805592299
96,24.210344413507965
97,12.043979389930229
98,9.9058623307848
99,19.961638557264028
100,39.87798896122286
101,47.90909645747794
102,14.24613559055826
103,17.95641514291431
104,14.672705637861881
105,42.908904865714355
106,35.03963290899039
107,48.46249341782996
108,42.671858235597504
109,13.079321857212573
110,10.227490771359626
111,10.775388745414023
112,21.966971179747
113,34.072622217295375
114,35.095885067449466
115,48.9379915439675
116,48.663578950144796
117,39.743110769284954
118,28.87954063875282
119,23.724021132980273
120,20.25884917657911
121,15.995622177308338
122,32.69458627696546
123,47.34016407334454
124,46.928262591156326
125,43.623227807637065
126,41.73665661647162
127,38.09183844350406
128,42.50966389211336
129,33.9346951887259
130,48.20599544911586
131,46.99423390478931
132,46.60583032085985
133,27.374706117239032
134,22.011813792573
